timestamp_ms,ax,ay,az,road_label
12320,0.0058,-0.0075,9.8326,smooth
12340,0.0096,0.015,9.8198,smooth
12360,-0.0188,0.0003,9.8264,smooth
12380,0.0198,-0.0168,9.779,smooth
12400,-0.016,0.0127,9.838,smooth
12420,0.0033,0.005,9.8486,smooth
12440,0.0101,-0.0005,9.7932,smooth
12460,0.0009,-0.0248,9.8466,smooth
12480,0.0228,0.0145,9.7843,smooth
12500,-0.0019,-0.0034,9.8152,smooth
12520,0.0087,-0.0098,9.8415,smooth
12540,0.0185,-0.0095,9.8431,smooth
12560,0.007,0.0072,9.8007,smooth
12580,-0.0079,-0.0046,9.789,smooth
12600,0.0064,-0.0002,9.8293,smooth
12620,-0.0163,0.0064,9.7418,smooth
12640,0.0034,-0.0036,9.7489,smooth
12660,0.0004,0.0168,9.7799,smooth
12680,-0.0044,-0.0147,9.8244,smooth
12700,0.0171,0.0061,9.8356,smooth
12720,0.0071,-0.013,9.8683,smooth
12740,0.0079,0.0072,9.8078,smooth
12760,-0.001,0.0037,9.7853,smooth
12780,0.0151,0.0065,9.8736,smooth
12800,-0.0154,-0.011,9.8298,smooth
12820,0.0156,0.004,9.8054,smooth
12840,-0.0225,-0.0146,9.8381,smooth
12860,-0.0005,-0.0131,9.866,smooth
12880,0.0039,0.0295,9.8541,smooth
12900,0.0052,-0.0015,9.8725,smooth
12920,-0.0015,-0.0144,9.8216,smooth
12940,0.0041,-0.0275,9.8564,smooth
12960,-0.0124,0.0098,9.7782,smooth
12980,0.0223,-0.0159,9.8078,smooth
13000,0.016,-0.0066,9.7562,smooth
13020,-0.0079,-0.0076,9.7571,smooth
13040,0.0168,-0.0159,9.837,smooth
13060,0.0002,0.0008,9.7955,smooth
13080,0.0018,-0.0058,9.8517,smooth
13100,-0.0274,-0.0037,9.7544,smooth
13120,0.0138,-0.0038,9.8107,smooth
13140,-0.0011,-0.0048,9.9262,smooth
13160,-0.0146,0.0021,9.829,smooth
13180,0.0101,0.0007,9.7068,smooth
13200,0.0023,-0.0127,9.8205,smooth
13220,0.0235,0.0049,9.7651,smooth
13240,0.0063,0.0041,9.7801,smooth
13260,0.0167,0.0041,9.9077,smooth
13280,0.0268,-0.001,9.7875,smooth
13300,-0.0183,-0.0086,9.7665,smooth
13320,0.0115,0.0091,9.7918,smooth
13340,0.0023,0.0083,9.8676,smooth
13360,0.0137,0.016,9.923,smooth
13380,-0.0111,-0.0075,9.7345,smooth
13400,0.0011,0.0139,9.6761,smooth
13420,0.0029,-0.0085,9.7832,smooth
13440,0.0043,-0.012,9.7854,smooth
13460,-0.0288,0.0032,9.8687,smooth
13480,0.0223,0.0076,9.7854,smooth
13500,-0.0363,-0.01,9.7058,smooth
13520,-0.0028,0.0003,9.7849,smooth
13540,-0.0205,-0.018,9.8437,smooth
13560,-0.0054,-0.001,9.8226,smooth
13580,-0.0026,0.0149,9.7779,smooth
13600,-0.0184,0.0064,9.7288,smooth
13620,-0.0031,-0.0126,9.8884,smooth
13640,0.0039,-0.0125,9.7099,smooth
13660,0.0351,0.0023,9.9188,smooth
13680,-0.0018,0.0114,9.8343,smooth
13700,0.001,0.0136,9.8098,smooth
13720,0.032,-0.0164,9.8413,smooth
13740,-0.0136,0.0084,9.7822,smooth
13760,0.009,-0.0117,9.7853,smooth
13780,0.0345,0.0164,9.8053,smooth
13800,0.0055,0.0083,9.7161,smooth
13820,-0.0165,0.0066,9.7853,smooth
13840,0.0083,-0.0016,9.815,smooth
13860,-0.0137,-0.005,9.9266,smooth
13880,0.011,-0.0138,9.8357,smooth
13900,-0.0219,0.0001,9.8749,smooth
13920,-0.0106,0.0113,9.7946,smooth
13940,-0.011,-0.009,9.6926,smooth
13960,0.0233,0.0078,9.8537,smooth
13980,-0.0334,0.0016,9.8798,smooth
14000,-0.0056,0.0024,9.7408,smooth
14020,0.0206,-0.0198,9.8147,smooth
14040,-0.0222,-0.0164,9.7682,smooth
14060,0.0027,0.0156,9.8603,smooth
14080,0.001,-0.0097,9.8693,smooth
14100,-0.0104,-0.012,9.8596,smooth
14120,0.0018,0.0127,9.7525,smooth
14140,0.0184,0.0009,9.8126,smooth
14160,0.0408,0.0182,9.7887,smooth
14180,-0.0125,-0.0161,9.8198,smooth
14200,-0.0038,0.0047,9.8301,smooth
14220,0.0065,0.0114,9.8262,smooth
14240,-0.0109,-0.0077,9.8257,smooth
14260,-0.0161,0.0072,9.8392,smooth
14280,-0.0007,-0.0078,9.8457,smooth
14300,-0.0169,-0.0163,9.7212,smooth
14320,-0.0066,-0.0092,9.8113,smooth
14340,0.0019,0.0005,9.8536,smooth
14360,0.0155,-0.016,9.8379,smooth
14380,-0.0271,-0.0079,9.8453,smooth
14400,0.0104,0.0066,9.8606,smooth
14420,0.0212,-0.0154,9.8191,smooth
14440,0.0007,0.0204,9.7947,smooth
14460,0.0156,-0.0076,9.8613,smooth
14480,0.0071,-0.0101,9.9225,smooth
14500,-0.0214,-0.0087,9.9273,smooth
14520,-0.0147,0.0053,9.7983,smooth
14540,0.0017,0.0189,9.8238,smooth
14560,0.0205,-0.0082,9.7283,smooth
14580,0.0286,0.023,9.8831,smooth
14600,-0.0174,0.0033,9.8005,smooth
14620,-0.0264,0.0074,9.8073,smooth
14640,0.0216,0.0097,9.7639,smooth
14660,0.0005,-0.0024,9.7959,smooth
14680,0.0465,-0.0094,9.7871,smooth
14700,0.0149,-0.0038,9.8128,smooth
14720,-0.0199,0.0119,9.7786,smooth
14740,0.007,-0.0151,9.8456,smooth
14760,0.0043,-0.0034,9.8352,smooth
14780,-0.0009,-0.0087,9.7412,smooth
14800,0.001,-0.0034,9.814,smooth
14820,-0.001,0.0053,9.8541,smooth
14840,0.0151,-0.0096,9.8309,smooth
14860,0.0138,0.0015,9.7927,smooth
14880,0.0112,-0.0044,9.8663,smooth
14900,-0.0039,0.0096,9.854,smooth
14920,0.0164,0.0229,9.9027,smooth
14940,-0.0082,-0.0027,9.7324,smooth
14960,0.0056,-0.0037,9.79,smooth
14980,0.0148,0.0041,9.8653,smooth
15000,0.0082,0.0067,9.7594,smooth
15020,0.0005,0.014,9.8277,smooth
15040,-0.0055,0.0067,9.7826,smooth
15060,0.0128,-0.0028,9.8365,smooth
15080,-0.0186,-0.0043,9.7443,smooth
15100,0.0119,-0.0182,9.8496,smooth
15120,-0.0013,-0.0104,9.8367,smooth
15140,0.004,0.0083,9.9195,smooth
15160,-0.0087,-0.004,9.9384,smooth
15180,-0.0196,0.0007,9.8845,smooth
15200,0.0146,0.0041,9.8123,smooth
15220,0.0146,0.0085,9.7643,smooth
15240,-0.0103,-0.0053,9.7574,smooth
15260,0.016,-0.0032,9.7525,smooth
15280,-0.0156,-0.0039,9.7961,smooth
15300,0.0112,-0.0162,9.8842,smooth
15320,0.0095,-0.005,9.7605,smooth
15340,-0.0129,-0.0133,9.7823,smooth
15360,-0.0057,0.0114,9.8148,smooth
15380,-0.0145,0.0069,9.8067,smooth
15400,-0.011,-0.017,9.8773,smooth
15420,-0.0202,0.0164,9.7861,smooth
15440,-0.0049,0.0147,9.7406,smooth
15460,-0.0077,-0.0078,9.8536,smooth
15480,-0.0036,0.015,9.8009,smooth
15500,-0.0202,0.0099,9.8023,smooth
15520,-0.0034,0.0077,9.8618,smooth
15540,-0.0181,-0.0008,9.8126,smooth
15560,-0.0095,-0.0094,9.7528,smooth
15580,0.0028,-0.0132,9.8266,smooth
15600,-0.0,0.0046,9.764,smooth
15620,-0.0331,0.0129,9.8136,smooth
15640,0.0238,0.0054,9.8986,smooth
15660,-0.0098,0.0019,9.8436,smooth
15680,0.0018,-0.0143,9.7535,smooth
15700,-0.0053,0.0077,9.8393,smooth
15720,-0.0069,0.0084,9.8191,smooth
15740,-0.004,-0.0054,9.7513,smooth
15760,-0.0011,0.0027,9.8472,smooth
15780,-0.0352,-0.0093,9.8363,smooth
15800,0.0152,0.0057,9.8158,smooth
15820,-0.0033,0.001,9.8755,smooth
15840,-0.0065,-0.0083,9.785,smooth
15860,-0.0029,-0.0065,9.7828,smooth
15880,-0.0273,0.0043,9.8113,smooth
15900,0.0067,-0.0046,9.8189,smooth
15920,0.0147,-0.0015,9.7846,smooth
15940,-0.0211,-0.0025,9.9093,smooth
15960,-0.0118,-0.0079,9.7536,smooth
15980,0.0117,-0.0114,9.786,smooth
16000,-0.0216,-0.0041,9.8405,smooth
16020,0.0069,0.0027,9.876,smooth
16040,0.0086,0.0063,9.8415,smooth
16059,-0.0156,-0.0007,9.8802,smooth
16079,0.0112,0.0056,9.8419,smooth
16100,-0.0075,-0.0135,9.8753,smooth
16120,-0.0,-0.0055,9.8736,smooth
16140,-0.0065,0.0101,9.8118,smooth
16160,0.0047,0.0054,9.8545,smooth
16180,0.0154,-0.0236,9.8116,smooth
16200,-0.0006,-0.0041,9.7516,smooth
16219,0.0093,-0.0098,9.7625,smooth
16239,0.0019,0.0006,9.8209,smooth
16260,-0.0029,0.0123,9.7685,smooth
16280,0.0144,-0.0008,9.8372,smooth
16300,-0.007,-0.0015,9.7249,smooth
16320,0.017,0.0042,9.8751,smooth
16340,0.0019,-0.0026,9.7672,smooth
16360,-0.0185,0.0046,9.7978,smooth
16379,0.0121,-0.0146,9.8085,smooth
16400,0.0547,-0.0088,9.7537,smooth
16420,0.0066,-0.0098,9.8244,smooth
16440,-0.001,0.0015,9.8964,smooth
16460,-0.0119,-0.0049,9.9009,smooth
16480,-0.0206,0.0028,9.7927,smooth
16500,0.0027,0.0066,9.8337,smooth
16520,0.0051,-0.0024,9.8533,smooth
16540,-0.0104,0.014,9.871,smooth
16560,0.0115,0.0183,9.8004,smooth
16580,-0.0029,-0.004,9.6968,smooth
16600,-0.0061,0.0273,9.8954,smooth
16620,0.0052,-0.0039,9.7336,smooth
16640,-0.0085,-0.0045,9.8353,smooth
16660,0.0016,-0.015,9.7189,smooth
16680,0.0013,-0.0012,9.7445,smooth
16700,-0.0203,0.0042,9.8614,smooth
16720,-0.0045,-0.008,9.8261,smooth
16740,0.0133,-0.0037,9.806,smooth
16760,-0.0041,0.0172,9.8524,smooth
16780,-0.0026,-0.0161,9.8113,smooth
16800,0.0057,-0.0023,9.7386,smooth
16820,-0.0103,-0.0015,9.8241,smooth
16840,0.0044,-0.0022,9.7788,smooth
16860,-0.0103,0.0112,9.9032,smooth
16880,-0.007,-0.0084,9.7573,smooth
16900,0.0066,0.0014,9.873,smooth
16920,-0.0163,0.014,9.8217,smooth
16940,-0.0005,0.0001,9.8795,smooth
16960,-0.0026,-0.002,9.8425,smooth
16980,-0.0052,-0.0048,9.7854,smooth
17000,-0.0049,-0.0043,9.8465,smooth
17020,-0.0225,0.0156,9.7787,smooth
17040,0.013,-0.0053,9.8354,smooth
17060,0.0022,0.0145,9.8829,smooth
17080,-0.0007,-0.0053,9.8093,smooth
17100,0.0034,0.0149,9.8139,smooth
17120,0.0013,0.0122,9.887,smooth
17140,-0.0071,0.0025,9.6741,smooth
17160,0.0063,-0.0006,9.8544,smooth
17180,-0.012,0.019,9.7869,smooth
17200,0.0196,0.0001,9.8661,smooth
17220,0.0083,-0.0002,9.7833,smooth
17240,-0.0004,-0.0063,9.8036,smooth
17260,-0.0036,-0.0139,9.7664,smooth
17280,0.0126,-0.0077,9.8399,smooth
17300,0.0059,0.0024,9.7186,smooth
17320,-0.02,-0.0192,9.811,smooth
17340,-0.0032,0.005,9.8956,smooth
17360,0.0062,-0.0128,9.8065,smooth
17380,-0.0203,-0.0109,9.7877,smooth
17400,-0.0271,-0.0046,9.7745,smooth
17420,-0.0178,-0.0013,9.7745,smooth
17440,-0.0126,0.0201,9.8094,smooth
17460,0.0168,-0.0033,9.8459,smooth
17480,0.0115,-0.0102,9.8547,smooth
17500,0.0437,-0.0041,9.7759,smooth
17520,-0.0032,0.0083,9.8343,smooth
17540,-0.0151,0.0113,9.7603,smooth
17560,-0.0372,0.0002,9.8199,smooth
17580,0.0107,0.0032,9.8009,smooth
17600,0.0013,0.0029,9.8271,smooth
17620,-0.0122,-0.0085,9.7524,smooth
17640,0.0118,0.0108,9.7429,smooth
17660,-0.009,-0.0054,9.8407,smooth
17680,0.0167,0.0053,9.788,smooth
17700,-0.0145,-0.0023,9.8969,smooth
17720,-0.0213,-0.0016,9.747,smooth
17740,-0.0077,-0.0153,9.7932,smooth
17760,-0.0043,0.0091,9.8198,smooth
17780,-0.0197,0.004,9.8375,smooth
17800,0.023,-0.0003,9.7801,smooth
17820,-0.0061,-0.015,9.7848,smooth
17840,0.0318,-0.0173,9.8737,smooth
17860,-0.0017,-0.0059,9.7974,smooth
17880,0.0187,-0.0025,9.8709,smooth
17900,0.0005,-0.0024,9.9136,smooth
17920,-0.0112,0.0145,9.824,smooth
17940,-0.0053,-0.0019,9.8408,smooth
17960,0.0039,-0.0129,9.7646,smooth
17980,-0.0078,0.0057,9.8102,smooth
18000,0.0118,-0.0012,9.8621,smooth
18020,-0.0045,-0.0002,9.7745,smooth
18040,-0.0085,-0.0097,9.8344,smooth
18060,0.0204,0.0187,9.8187,smooth
18080,-0.0149,0.0141,9.8497,smooth
18100,-0.0116,0.0043,9.7677,smooth
18120,0.012,-0.0005,9.741,smooth
18140,-0.0124,0.0085,9.83,smooth
18160,-0.0054,0.0095,9.8357,smooth
18180,0.0054,-0.0011,9.677,smooth
18200,0.0027,0.005,9.7703,smooth
18220,-0.0018,-0.0004,9.7732,smooth
18240,0.0184,-0.0046,9.8296,smooth
18260,-0.0196,0.003,9.8758,smooth
18280,0.0011,0.0072,9.724,smooth
18300,0.0007,-0.0075,9.9111,smooth
18320,0.0006,0.001,9.8613,smooth
18340,0.0164,-0.0173,9.8559,smooth
18360,-0.0002,-0.0107,9.8126,smooth
18380,-0.001,-0.0046,9.7288,smooth
18400,-0.0021,-0.0035,9.7738,smooth
18420,0.0237,-0.0003,9.8109,smooth
18440,0.0187,0.0097,9.904,smooth
18460,-0.0044,-0.0092,9.7736,smooth
18480,-0.001,0.0044,9.8308,smooth
18500,0.0025,-0.0036,9.8251,smooth
18520,-0.0066,0.0072,9.7614,smooth
18540,-0.0009,0.0087,9.8018,smooth
18560,-0.0221,-0.0008,9.8344,smooth
18580,-0.0008,0.0039,9.7664,smooth
18600,0.025,-0.005,9.8355,smooth
18620,0.0086,0.0096,9.7953,smooth
18640,0.0103,0.0067,9.7584,smooth
18660,-0.0042,0.0073,9.8025,smooth
18680,0.006,-0.0073,9.8314,smooth
18700,-0.0014,-0.0027,9.7239,smooth
18720,-0.0115,0.0063,9.8329,smooth
18740,-0.0111,0.0095,9.8305,smooth
18760,-0.0104,0.0025,9.7929,smooth
18780,-0.0136,0.0062,9.8093,smooth
18800,-0.0114,-0.0175,9.8095,smooth
18820,0.0015,0.0012,9.8313,smooth
18840,-0.0374,0.0127,9.8788,smooth
18860,-0.0147,0.0101,9.8782,smooth
18880,-0.0156,-0.001,9.7694,smooth
18900,0.0054,0.0005,9.9014,smooth
18920,-0.0093,0.015,9.8543,smooth
18940,0.0064,-0.0079,9.8885,smooth
18960,0.0044,0.0064,9.8636,smooth
18980,0.0065,-0.009,9.8668,smooth
19000,0.0042,0.0032,9.8845,smooth
19020,0.0047,0.0075,9.8408,smooth
19040,-0.0027,-0.0055,9.8199,smooth
19060,-0.0043,0.0099,9.7844,smooth
19080,-0.0017,-0.001,9.7932,smooth
19100,0.0097,0.0197,9.8367,smooth
19120,-0.0034,0.0057,9.7403,smooth
19140,0.0261,-0.0012,9.7257,smooth
19160,0.0146,-0.022,9.7703,smooth
19180,-0.0149,-0.0001,9.8206,smooth
19200,0.0119,0.0041,9.8287,smooth
19220,0.0009,-0.0034,9.9143,smooth
19240,-0.001,0.0042,9.8713,smooth
19260,0.0068,-0.0007,9.6131,smooth
19280,-0.0098,0.009,9.7883,smooth
19300,0.0472,0.0115,9.7079,smooth
19320,0.0285,0.0027,9.8285,smooth
19340,0.0154,-0.0164,9.7653,smooth
19360,0.018,0.0053,9.84,smooth
19380,0.0031,-0.0012,9.7374,smooth
19400,-0.0347,-0.0119,9.7729,smooth
19420,0.0169,0.0275,9.785,smooth
19440,-0.0118,-0.0042,9.8528,smooth
19460,0.0092,0.0039,9.8641,smooth
19480,0.018,0.0224,9.8219,smooth
19500,0.0024,0.005,9.8105,smooth
19520,-0.0329,0.0049,9.7869,smooth
19540,0.0197,0.0018,9.7733,smooth
19560,-0.0129,0.0113,9.8849,smooth
19580,0.0141,-0.0024,9.7284,smooth
19600,-0.0054,0.0068,9.8569,smooth
19620,0.0057,0.0044,9.8351,smooth
19640,-0.0084,0.014,9.894,smooth
19660,0.0181,0.0234,9.7923,smooth
19680,-0.0323,0.0016,9.7701,smooth
19700,-0.0079,-0.0033,9.7754,smooth
19720,0.0215,0.0113,9.7833,smooth
19740,0.0347,-0.0077,9.868,smooth
19760,0.0304,0.0025,9.6852,smooth
19780,-0.027,-0.0135,9.8072,smooth
19800,-0.0021,-0.0215,9.8446,smooth
19820,0.0157,0.0128,9.763,smooth
19840,0.0425,0.0103,9.8207,smooth
19860,0.02,0.0083,9.9005,smooth
19880,-0.024,-0.0074,9.743,smooth
19900,0.0,0.0037,9.8229,smooth
19920,0.0072,0.0099,9.809,smooth
19940,-0.0043,-0.0262,9.8104,smooth
19960,-0.0116,-0.0091,9.8536,smooth
19980,0.0138,0.0068,9.8534,smooth
20000,-0.0821,-0.0115,10.0483,rough
20020,0.1297,0.0432,9.6725,rough
20040,0.0631,0.0187,9.749,rough
20060,0.035,0.0425,9.7806,rough
20080,-0.0938,0.0177,9.7745,rough
20100,-0.0859,-0.0384,9.744,rough
20120,0.002,0.0281,9.7476,rough
20140,0.0337,-0.0187,9.7569,rough
20160,0.0302,0.0285,9.9464,rough
20180,-0.0212,-0.0797,10.1693,rough
20200,0.0607,0.0012,9.7905,rough
20220,-0.1292,-0.0417,9.8895,rough
20240,0.0583,-0.0375,9.9447,rough
20260,-0.0533,-0.0576,9.9018,rough
20280,0.0163,0.0198,9.8278,rough
20300,0.1258,0.0474,9.9925,rough
20320,0.0705,-0.0734,9.7198,rough
20340,0.079,0.034,9.8352,rough
20360,0.1433,-0.037,10.0171,rough
20380,-0.007,0.0557,10.0087,rough
20400,0.0587,0.0773,9.8394,rough
20420,-0.0157,-0.0184,9.9677,rough
20440,0.0779,0.0656,9.6365,rough
20460,-0.1357,-0.0317,9.7489,rough
20480,-0.071,-0.0979,9.9185,rough
20500,-0.153,0.0163,9.6989,rough
20520,0.0045,0.0648,9.7097,rough
20540,-0.1611,-0.0014,9.583,rough
20560,-0.1072,-0.0184,9.9272,rough
20580,0.0021,-0.0308,9.7232,rough
20600,-0.0197,0.0093,10.4759,rough
20620,-0.1982,0.069,9.6888,rough
20640,0.1018,-0.0661,9.0208,rough
20660,-0.0082,0.1098,9.4703,rough
20680,-0.0143,-0.0384,9.8899,rough
20700,-0.0278,0.0357,9.9727,rough
20720,0.0396,0.0159,9.3191,rough
20740,-0.0774,-0.0074,9.4699,rough
20760,0.0218,-0.0717,9.6884,rough
20780,0.1586,-0.0421,9.5889,rough
20800,-0.0133,-0.0139,9.7035,rough
20820,-0.0429,0.0427,10.1117,rough
20840,0.058,-0.0107,9.5961,rough
20860,-0.0066,0.0275,9.7663,rough
20880,-0.0728,0.1019,9.5116,rough
20900,-0.0271,0.0321,9.9366,rough
20920,-0.1689,0.0081,9.795,rough
20940,0.0262,-0.0387,9.7795,rough
20960,0.0857,-0.0075,9.7549,rough
20980,0.0274,-0.0197,9.7028,rough
21000,-0.0131,0.0182,10.077,rough
21020,-0.0936,0.036,9.634,rough
21040,0.0478,0.0368,9.8755,rough
21060,0.009,-0.1003,9.4427,rough
21080,-0.0814,0.0234,9.9398,rough
21100,-0.0405,-0.0012,9.9915,rough
21120,-0.124,0.0322,10.1156,rough
21140,0.0711,-0.0826,9.8396,rough
21160,0.0828,0.068,9.8109,rough
21180,-0.021,0.0921,9.6177,rough
21200,-0.0034,0.0089,9.455,rough
21220,-0.0701,0.0482,9.8537,rough
21240,0.1362,-0.0396,10.0321,rough
21260,0.0822,0.0908,9.6896,rough
21280,-0.1146,-0.0108,9.8075,rough
21300,0.0509,0.0556,10.0512,rough
21320,-0.0323,-0.0452,10.2912,rough
21340,-0.0092,0.051,9.5093,rough
21360,0.0164,0.0007,10.2418,rough
21380,0.092,-0.0381,9.7768,rough
21400,-0.0058,-0.0014,9.7838,rough
21420,-0.0669,0.1228,10.2621,rough
21440,-0.0615,-0.033,9.6462,rough
21460,-0.0011,0.0561,9.9722,rough
21480,-0.1255,-0.0185,9.6041,rough
21500,-0.1102,-0.0053,9.8799,rough
21520,-0.0605,-0.0412,9.9439,rough
21540,-0.0108,0.0228,9.5362,rough
21560,0.0874,-0.0631,10.4969,rough
21580,-0.0083,0.0786,9.4258,rough
21600,-0.0395,0.0501,9.9743,rough
21620,0.1096,-0.0533,10.1543,rough
21640,-0.0961,-0.0403,9.9194,rough
21660,-0.0196,-0.0718,9.4903,rough
21680,-0.0009,-0.0432,10.0037,rough
21700,0.1148,0.0173,9.9314,rough
21720,-0.0213,-0.0052,9.6641,rough
21740,-0.1284,-0.0189,9.6346,rough
21760,-0.062,-0.0965,10.1207,rough
21780,0.0827,-0.0861,9.7878,rough
21800,0.0309,0.0268,9.8575,rough
21820,0.0456,-0.0792,9.9493,rough
21840,0.1033,-0.0111,9.964,rough
21860,-0.0761,0.0651,9.9029,rough
21880,0.1237,-0.019,9.6554,rough
21900,-0.04,0.0939,9.9794,rough
21920,0.0277,-0.104,9.317,rough
21940,0.1419,0.0454,9.5088,rough
21960,-0.0005,-0.031,9.3074,rough
21980,0.1388,0.0327,9.9524,rough
22000,0.0381,-0.0546,9.9187,rough
22020,0.0691,-0.0306,9.9853,rough
22040,0.1087,0.0105,9.6494,rough
22060,-0.0318,-0.0229,9.5257,rough
22080,-0.0055,-0.0125,9.7939,rough
22100,0.0624,0.0741,10.2285,rough
22120,0.0083,0.0587,9.3863,rough
22140,-0.051,-0.0378,9.9914,rough
22160,-0.0159,0.0324,10.05,rough
22180,-0.0088,0.006,9.8492,rough
22200,0.1276,0.0274,9.6026,rough
22220,-0.0397,-0.027,10.1598,rough
22240,-0.0646,0.0339,9.7302,rough
22259,-0.0385,-0.016,9.9881,rough
22280,-0.0564,-0.0205,9.9042,rough
22300,-0.056,-0.0258,10.2001,rough
22320,-0.1595,-0.0592,10.4362,rough
22340,-0.0307,0.025,10.2593,rough
22360,-0.0538,-0.0296,10.3399,rough
22380,-0.0057,-0.0262,9.9127,rough
22400,-0.0996,0.0233,9.7767,rough
22420,-0.0121,-0.0112,10.0186,rough
22440,-0.0404,-0.0154,9.9472,rough
22460,0.1104,-0.0025,9.7929,rough
22480,-0.0123,-0.0192,9.7816,rough
22500,-0.0689,0.043,9.5688,rough
22520,0.0069,-0.0238,9.6677,rough
22540,-0.0349,0.0698,9.478,rough
22560,-0.0507,-0.0214,9.7064,rough
22580,0.0171,-0.0206,9.7263,rough
22600,-0.0368,0.0179,9.7856,rough
22620,0.0159,0.0317,9.8878,rough
22640,0.091,0.0233,9.7852,rough
22660,-0.006,0.0136,10.182,rough
22680,0.0012,0.0409,9.6395,rough
22700,0.1119,0.0013,9.7186,rough
22720,-0.0787,-0.0138,10.2058,rough
22740,0.0758,0.0321,9.6859,rough
22759,-0.0342,-0.0013,9.7909,rough
22780,0.0627,-0.003,9.9911,rough
22800,0.0077,0.0065,9.6982,rough
22820,-0.034,0.087,9.8731,rough
22840,0.1134,0.0697,9.6528,rough
22860,0.1406,0.0278,10.0468,rough
22880,-0.0392,-0.0336,9.7308,rough
22900,-0.111,-0.0711,10.0193,rough
22920,0.076,0.0207,10.1931,rough
22940,0.0581,-0.0093,10.0408,rough
22960,0.0962,0.0223,9.4428,rough
22980,0.0107,-0.0234,9.4659,rough
23000,-0.0246,0.0276,9.7812,rough
23020,-0.0866,0.0337,9.7579,rough
23040,-0.1069,0.0205,9.9315,rough
23060,-0.0114,0.0094,10.0319,rough
23080,-0.1313,0.0261,9.6189,rough
23100,0.0322,-0.0117,9.788,rough
23120,0.0122,-0.0032,9.7449,rough
23140,-0.0318,-0.0722,10.0266,rough
23160,-0.0977,-0.1267,9.846,rough
23180,-0.0329,-0.0398,9.5358,rough
23200,-0.0168,0.0608,9.4258,rough
23220,0.0006,0.0461,10.0174,rough
23240,-0.0661,0.0339,9.6999,rough
23259,0.0251,-0.0013,9.5391,rough
23280,-0.0344,0.0569,9.7193,rough
23300,0.0202,-0.0144,9.4127,rough
23320,0.0029,0.0158,9.6246,rough
23340,0.0184,0.0707,9.795,rough
23360,0.0313,-0.0869,9.6598,rough
23380,-0.14,0.0316,9.9242,rough
23400,0.0123,-0.0728,9.6912,rough
23420,0.0618,0.031,9.816,rough
23440,-0.0005,0.0573,9.8057,rough
23460,-0.0469,-0.029,9.994,rough
23480,-0.0027,-0.058,9.64,rough
23500,-0.0164,0.0126,9.2704,rough
23520,0.0814,-0.0646,9.8566,rough
23540,-0.1082,0.0123,9.6817,rough
23560,-0.0361,0.0021,9.7839,rough
23580,-0.0767,0.079,9.6333,rough
23600,-0.0138,-0.0771,10.0126,rough
23620,0.0431,0.0085,9.7564,rough
23640,0.092,-0.0042,10.0623,rough
23660,-0.0371,-0.0207,9.693,rough
23680,-0.0318,-0.084,10.0361,rough
23700,-0.0074,-0.0234,9.9262,rough
23720,0.0878,0.0348,9.3191,rough
23740,0.0114,-0.0542,9.5258,rough
23759,-0.1574,0.039,9.4698,rough
23780,-0.0232,-0.003,10.03,rough
23800,-0.0567,-0.0592,10.2487,rough
23820,0.0412,-0.0148,9.8419,rough
23840,-0.0575,0.0343,9.4535,rough
23860,-0.1253,-0.0611,9.9887,rough
23880,-0.0019,0.1103,9.5637,rough
23900,0.0047,-0.0399,9.7385,rough
23920,-0.0451,-0.0256,10.4563,rough
23940,-0.0993,0.0404,9.8491,rough
23960,-0.0632,-0.0298,9.8079,rough
23980,-0.0417,-0.1137,9.3365,rough
24000,-0.0372,-0.0294,9.6974,rough
24020,-0.0631,0.0617,9.6643,rough
24040,-0.0127,0.0572,10.1698,rough
24060,-0.0227,-0.0414,9.7334,rough
24080,0.0464,-0.0645,9.9844,rough
24100,-0.0388,-0.0451,9.85,rough
24120,-0.1439,-0.0217,9.8036,rough
24140,0.0327,-0.0568,10.2824,rough
24160,0.0066,-0.016,9.9483,rough
24180,0.0001,-0.0296,9.6636,rough
24200,0.0555,0.0408,9.7667,rough
24220,-0.0351,0.0803,9.4859,rough
24240,0.0277,0.0805,10.2591,rough
24259,-0.0099,-0.0998,10.112,rough
24280,-0.0962,0.0068,9.7947,rough
24300,0.0187,-0.0393,10.2465,rough
24320,-0.1472,-0.0953,9.5177,rough
24340,0.0642,-0.0066,10.2167,rough
24360,-0.0039,-0.0006,9.7718,rough
24380,0.0293,-0.0991,10.158,rough
24400,-0.1447,-0.0203,10.0752,rough
24420,0.003,-0.0629,9.4635,rough
24440,-0.0785,0.0407,9.4656,rough
24460,0.05,0.068,9.7636,rough
24480,0.0428,-0.0485,9.8696,rough
24500,-0.0862,0.0277,9.7889,rough
24520,0.0724,-0.0014,10.0366,rough
24540,-0.0109,-0.0281,10.0339,rough
24560,0.0544,0.1102,9.9355,rough
24580,-0.0826,-0.0489,9.9923,rough
24600,0.0058,-0.055,9.4846,rough
24620,-0.0219,0.0321,10.1506,rough
24640,0.0258,-0.0518,9.8479,rough
24660,-0.0321,-0.0051,9.8016,rough
24680,0.0511,-0.0233,9.8412,rough
24700,0.0247,0.0819,10.0159,rough
24720,-0.0482,0.0629,8.9819,rough
24740,0.1113,0.0041,9.1797,rough
24759,0.0544,-0.0526,9.2994,rough
24780,0.1098,-0.0193,9.5818,rough
24800,0.1506,0.0465,9.5702,rough
